Adresse;Art;Datum;Preis;Preis2;price
"Freie Tankstelle 

Dorfstrasse, 3906 Saas-Fee";Bleifrei;21.08.2020;1,340 sFr;1,840 sFr;1
"Patoil

Hauptstr., 3910 Saas-Grund";Bleifrei;21.08.2020;1,340 sFr;1,840 sFr;1
"Flamol

Hauptstr. , 3533 Bowil";Bleifrei;09.04.2021;1,340 sFr;1,590 sFr;1
"Tamoil

Schaffhauserstr. 44, 4332 Stein AG";Bleifrei;14.12.2020;1,340 sFr;1,820 sFr;1
"BP

Langgasse 124, 9000 St. Gallen";Bleifrei;24.12.2020;1,340 sFr;1,790 sFr;1
"Agrola

Neckarsulmstr. 50, 2540 Grenchen";Bleifrei;21.08.2020;1,340 sFr;1,840 sFr;1
"Garage Scacchi

Mellingerstrasse 56, 5400 Baden";Bleifrei;15.12.2020;1,340 sFr;1,820 sFr;1
"Coop Pronto

Hauptstrasse 45, 5113 Holderbank AG";Bleifrei;05.11.2020;1,340 sFr;1,840 sFr;1
"Avia

Er Carà de Pedmúnt, 6513 Monte Carasso";Bleifrei;19.10.2020;1,340 sFr;1,840 sFr;1
"Avia

Via Monte Ceneri, 6572 Quartino";Bleifrei;19.10.2020;1,340 sFr;1,840 sFr;1
"Mini Prix

Bernstrasse Ost, 5034 Suhr";Bleifrei;15.12.2020;1,340 sFr;1,820 sFr;1
"Eni

Simplonstr., 3907 Gondo";Bleifrei;16.08.2020;1,330 sFr;1,830 sFr;1
"Voegtlin-Meyer AG

Badenerstr. 8, 5442 Fislisbach";Bleifrei;20.11.2020;1,330 sFr;1,830 sFr;1
"Eni

Simplonstr., 3907 Gondo";Bleifrei;16.08.2020;1,330 sFr;1,830 sFr;1
"BP

Simplonstr., 3907 Gondo";Bleifrei;03.12.2020;1,330 sFr;1,810 sFr;1
Brünigstrasse 8, 6056 Kägiswil;Bleifrei;29.12.2020;1,330 sFr;1,780 sFr;1
"Shell

Morgenstrasse 10, 3018 Bern";Bleifrei;14.12.2020;1,330 sFr;1,810 sFr;1
"Coop

Zugerstr. 64, 6340 Baar";Bleifrei;15.12.2020;1,330 sFr;1,810 sFr;1
"Spymag Mitsubishi Center

Schlossmattstr. 10, 3600 Thun";Bleifrei;16.07.2020;1,330 sFr;1,830 sFr;1
"Benzin Discount Suhr

Hintere Bahnhofstrasse 4, 5034 Suhr";Bleifrei;15.12.2020;1,330 sFr;1,810 sFr;1
"Auto Bellinzona Nord Sagl

 Via S. Gottardo 57B, 6500 Bellinzona";Bleifrei;04.05.2016;1,330 sFr;;1
"Avia

Obergrundstr. 26, 6000 Luzern";Bleifrei;26.12.2020;1,330 sFr;1,780 sFr;1
"Oelteam AG

Buchmattstr. 110, 3400 Burgdorf";Bleifrei;14.11.2020;1,330 sFr;1,830 sFr;1
"Avia

Schlattingerstr. 4, 8253 Diessenhofen";Bleifrei;15.12.2020;1,330 sFr;1,810 sFr;1
"Agrola

Basadingerstr. 50a, 8253 Diessenhofen";Bleifrei;15.12.2020;1,325 sFr;1,805 sFr;1
"COOP

Hauptstr. 29, 8246 Langwiesen";Bleifrei;11.09.2020;1,320 sFr;1,820 sFr;1
"Avia

Gasstr. 11, 4410 Liestal";Bleifrei;26.12.2020;1,320 sFr;1,770 sFr;1
"Coop

Raimattstrasse 125, 5610 Wohlen AG";Bleifrei;14.12.2020;1,320 sFr;1,800 sFr;1
"Landwirtschaftliche Konsumgenossenschaft

Rotzenbühlstr. 3, 8966 Oberwil-Lieli";Bleifrei;20.11.2020;1,320 sFr;1,820 sFr;1
"AVIA Riehen

Lörracherstr. 75, 4125 Riehen";Bleifrei;26.12.2020;1,320 sFr;1,770 sFr;1
"Coop

Bielstrasse 21, 3053 Münchenbuchsee";Bleifrei;19.11.2020;1,320 sFr;1,820 sFr;1
"Shell

Ackersand, 3922 Stalden VS";Bleifrei;22.08.2020;1,320 sFr;1,820 sFr;1
"Tamoil

Stahlen, 3922 Stalden VS";Bleifrei;12.12.2020;1,320 sFr;1,800 sFr;1
"Garage Enzian AG 

Kantonsstrasse, 3946 Turtmann";Bleifrei;18.08.2020;1,320 sFr;1,820 sFr;1
"Coop

Fabrikstr. 3, 4552 Derendingen";Bleifrei;27.12.2020;1,320 sFr;1,770 sFr;1
"Garage Rallye

Talstrasse, 3922 Stalden VS";Bleifrei;03.12.2020;1,320 sFr;1,800 sFr;1
"Agip

Suhrenmattstr. 50, 5035 Unterentfelden";Bleifrei;23.11.2020;1,320 sFr;1,820 sFr;1
"Bp

Gliserallee, 3902 Glis";Bleifrei;03.12.2020;1,320 sFr;1,800 sFr;1
"Migrol

Kantonsstr., 3902 Glis";Bleifrei;22.08.2020;1,320 sFr;1,820 sFr;1
"Shell

Riedbachstr. 104, 3027 Bern";Bleifrei;17.12.2020;1,320 sFr;1,770 sFr;1
"Kreuzgarage Schaffhausen AG

Schweizersbildstrasse 61, 8207 Schaffhausen";Bleifrei;13.11.2020;1,320 sFr;1,820 sFr;1
"Voegtlin-Meyer AG

Bruggerstr. 152, 5400 Baden";Bleifrei;14.12.2020;1,315 sFr;1,795 sFr;1
"BP Service Mühlental

Mühlentalstr., 8200 Schaffhausen";Bleifrei;02.12.2020;1,310 sFr;1,790 sFr;1
"Esso

Baslerstrasse 11, 5080 Laufenburg";Bleifrei;29.09.2020;1,310 sFr;1,810 sFr;1
"IP

Via Cantonale 28, 6987 Caslano";Bleifrei;04.05.2016;1,310 sFr;;1
"Hergol

Engelbergerstrasse 50, 6370 Stans";Bleifrei;29.12.2020;1,310 sFr;1,760 sFr;1
"Voegtlin - Meyer AG

Werkstr. 1, 5608 Stetten AG";Bleifrei;20.11.2020;1,310 sFr;1,810 sFr;1
"Gebr Stauffenegger AG

Hauptstr. 3, 4455 Zunzgen";Bleifrei;18.12.2020;1,310 sFr;1,760 sFr;1
"Agip

Route de Lamboing 75, 2517 Diesse";Bleifrei;29.11.2020;1,310 sFr;1,790 sFr;1
"Mini Prix

Route de Lamboing 48, 2517 Diesse";Bleifrei;15.12.2020;1,310 sFr;1,790 sFr;1
"Garage Gemmi

Neue Kantonsstrasse, 3952 Susten";Bleifrei;18.08.2020;1,310 sFr;1,810 sFr;1
"minor prezzo

Via Borromini 6, 6850 Mendrisio";Bleifrei;13.01.2016;1,310 sFr;;1
"BP Service Feuerthalen

Diessenhoferstr. 28, 8245 Feuerthalen";Bleifrei;16.12.2020;1,310 sFr;1,760 sFr;1
"Avia

Bundesstr. 5, 6000 Luzern";Bleifrei;26.12.2020;1,310 sFr;1,760 sFr;1
"F. Wyss

Pfeidstr. 29, 2555 Brügg BE";Bleifrei;14.11.2020;1,310 sFr;1,810 sFr;1
"Oil

Baslerstraße 17, 5080 Laufenburg";Bleifrei;16.11.2020;1,300 sFr;1,800 sFr;1
"Avia

Schwarzwaldstr.70, 8226 Schleitheim";Bleifrei;29.01.2015;1,300 sFr;;1
"Migrol Schleitheim

Schwarzwaldstr., 8226 Schleitheim";Bleifrei;13.08.2020;1,300 sFr;1,800 sFr;1
"Ruedi Rüssel Shop

Hauptstr. 75, 8225 Siblingen";Bleifrei;08.06.2020;1,300 sFr;1,820 sFr;1
"Ruedi Rüssel

Via San Gottardo 32, 6598 Tenero";Bleifrei;19.10.2020;1,300 sFr;1,800 sFr;1
"Garage Buser

Hauptstrasse 175, 4466 Ormalingen";Bleifrei;18.09.2020;1,300 sFr;1,800 sFr;1
"Shell Zug

Chollerstrasse, 6300 Zug";Bleifrei;23.11.2020;1,300 sFr;1,800 sFr;1
"Agrola

Steinackerstrasse, 5210 Windisch";Bleifrei;22.12.2020;1,300 sFr;1,750 sFr;1
"LANDI Berg

Leberenstr. 1, 8572 Berg TG";Bleifrei;02.02.2016;1,300 sFr;;1
"Tamoil

Sandgruebstr. 2, 8193 Eglisau";Bleifrei;29.12.2020;1,295 sFr;1,745 sFr;1
"Avia Eglisau

Zürcherstr. 36, 8193 Eglisau";Bleifrei;26.12.2020;1,295 sFr;1,745 sFr;1
"Shell Eglisau

Schaffhauserstr. 39, 8193 Eglisau";Bleifrei;19.12.2020;1,295 sFr;1,745 sFr;1
"Coop

Leimernweg 53, 3270 Aarberg";Bleifrei;29.12.2020;1,290 sFr;1,740 sFr;1
"Coop

Hauptstr. 36b, 4415 Lausen";Bleifrei;11.01.2021;1,290 sFr;1,690 sFr;1
"Migrol

Ausserdorfstr 19, 5107 Schinznach Dorf";Bleifrei;13.08.2020;1,290 sFr;1,790 sFr;1
"Coop Pronto

Sandstrasse 8, 3322 Urtenen-Schönbühl";Bleifrei;03.12.2020;1,290 sFr;1,770 sFr;1
"Migrol Auto Service

Wankdorffeldstr. 90, 3014 Bern";Bleifrei;17.12.2020;1,290 sFr;1,740 sFr;1
"Ruedi Rüssel

Bielstrasse 34, 2543 Lengnau BE";Bleifrei;21.05.2020;1,290 sFr;1,810 sFr;1
"Socar

Bümplizstrasse 8, 3027 Bern";Bleifrei;17.12.2020;1,290 sFr;1,740 sFr;1
"Landi

Hauptstrasse 41, 3254 Messen";Bleifrei;28.11.2020;1,290 sFr;1,770 sFr;1
"Eni

Zugerstr., 6403 Küssnacht am Rigi";Bleifrei;08.01.2021;1,290 sFr;1,690 sFr;1
"Frey Benzin (Voegtlin-Meyer)

Schinhuetweg 5, 5035 Unterentfelden";Bleifrei;23.11.2020;1,290 sFr;1,790 sFr;1
"Shell

Zugerstrasse, 6300 Zug";Bleifrei;23.11.2020;1,290 sFr;1,790 sFr;1
"Tank Treff

Mattenweg, 3902 Glis";Bleifrei;17.12.2020;1,290 sFr;1,740 sFr;1
"Migrol

Haafpünt 101, 8233 Bargen SH";Bleifrei;27.10.2020;1,290 sFr;1,790 sFr;1
"Daytona Garage

Feldstrasse 6, 5415 Nussbaumen AG";Bleifrei;01.04.2020;1,290 sFr;1,780 sFr;1
"A. Anderegg & Co.

Bernstr. 84, 8964 Rudolfstetten";Bleifrei;17.12.2020;1,290 sFr;1,740 sFr;1
"Th. Willy AG

Freiburgstr. 443, 3000 Bern";Bleifrei;29.12.2020;1,290 sFr;1,740 sFr;1
"HK

Rte de Neuchâtel 25, 2088 Cressier NE";Bleifrei;17.12.2020;1,280 sFr;1,730 sFr;1
"Shell

Solothurnstr. 82, 2543 Lengnau BE";Bleifrei;21.05.2020;1,280 sFr;1,800 sFr;1
"Agip

Hauptstr.42, 8264 Eschenz";Bleifrei;02.11.2020;1,280 sFr;1,780 sFr;1
"Auto Lugano

Via Cantonale, 6983 Magliaso";Bleifrei;04.05.2016;1,279 sFr;;1
"Carrosserie Spritzwerk

Aescherstr., 6295 Mosen";Bleifrei;29.12.2020;1,279 sFr;1,729 sFr;1
"Mercedes-Benz Automobil AG

Hauptstrasse 104, 5032 Rohr AG";Bleifrei;19.12.2020;1,275 sFr;1,725 sFr;1
"AVIA

Bernstrasse 45, 3053 Münchenbuchsee";Bleifrei;19.11.2020;1,270 sFr;1,770 sFr;1
"Migrol

Hauptstrasse 87, 2563 Ipsach";Bleifrei;03.12.2020;1,270 sFr;1,750 sFr;1
"Socar

Moskau  312a, 8262 Ramsen";Bleifrei;13.11.2020;1,270 sFr;1,770 sFr;1
"Migrol

Hauptstr. 66, 5032 Rohr AG";Bleifrei;19.12.2020;1,270 sFr;1,720 sFr;1
"Ruedi Rüssel

Hauptstr. 11, 5732 Zetzwil";Bleifrei;19.12.2020;1,270 sFr;1,720 sFr;1
"Weber Garage

Hauptstr. 69, 8572 Berg TG";Bleifrei;02.02.2016;1,270 sFr;;1
"Reisch AG

Hauptstr. 24, 8573 Siegershausen";Bleifrei;02.02.2016;1,270 sFr;;1
"Lang Energie AG

Seestr. 13, 8280 Kreuzlingen";Bleifrei;18.01.2021;1,260 sFr;1,630 sFr;1
"BP

Moskau, 8262 Ramsen";Bleifrei;29.12.2020;1,260 sFr;1,710 sFr;1
"Agip

Moskau 423, 8262 Ramsen";Bleifrei;17.12.2020;1,260 sFr;1,710 sFr;1
"Ruedi Rüssel

Luzernstr. 60, 4553 Subingen";Bleifrei;22.12.2020;1,260 sFr;1,710 sFr;1
"Dorfgarage Willi AG

Rheintalstrasse 59, 5325 Leibstadt";Bleifrei;22.12.2020;1,250 sFr;1,700 sFr;1
"Garage Jaques

Route de Lausanne, 1260 Nyon";Bleifrei;24.07.2016;1,250 sFr;;1
"Hansruedi Julmi Garage & Tankstelle

Bielstrasse 85, 2542 Pieterlen";Bleifrei;27.11.2020;1,250 sFr;1,730 sFr;1
"Alpina Tankstelle

Dorfstrasse 42, 7563 Samnaun Dorf";Bleifrei;21.09.2020;1,140 sFr;1,640 sFr;1
"Alpina Tankstelle

Dorfstrasse 42, 7563 Samnaun Dorf";Diesel;21.09.2020;1,120 sFr;1,767 sFr;1
"Eni

Rte d'Aigle 18, 1867 Ollon VD";Diesel;04.07.2022;2,450 sFr;2,187 sFr;2
"Tamoil

Rte du Nant-d'Avril 36, 1214 Vernier";Diesel;15.06.2022;2,440 sFr;2,167 sFr;2
"BP Service Weinland West

A4 Ausfahrt Andelfingen, 8452 Adlikon";Diesel;02.06.2022;2,439 sFr;2,266 sFr;2
"BP Service Weinland Ost

A4 Ausfahrt Andelfingen, 8452 Adlikon";Diesel;02.06.2022;2,439 sFr;2,266 sFr;2
"Shell

Wilerstrasse 219, 9230 Flawil";Diesel;23.06.2022;2,430 sFr;2,167 sFr;2
"Shell Bavois

A9, 1372 Bavois";Diesel;14.07.2022;2,430 sFr;2,197 sFr;2
"BP

Rue Nant d'Avril 90, 1217 Meyrin";Diesel;15.06.2022;2,430 sFr;2,157 sFr;2
"Tamoil

Kleindorf, 3762 Erlenbach i. S.";Diesel;04.07.2022;2,420 sFr;2,157 sFr;2
"Migrol

Rte du Nant-d'Avril 71, 1214 Vernier";Diesel;15.06.2022;2,420 sFr;2,147 sFr;2
"BP Maloja

Reparaturwerkstatt, 7516 Maloja";Diesel;11.07.2022;2,420 sFr;2,187 sFr;2
"Agrola

Bahnhofstr. 42, 8636 Wald ZH";Diesel;18.06.2022;2,420 sFr;2,360 sFr;2
"Shell

Strada Prinzipiale 149a, 7605 Stampa";Diesel;11.07.2022;2,419 sFr;2,186 sFr;2
"Tamoil

Hauptstr. , 7482 Bergün/Bravuogn";Diesel;11.07.2022;2,400 sFr;2,167 sFr;2
"Coop Pronto

Wilerstrasse 228, 9230 Flawil";Diesel;23.06.2022;2,400 sFr;2,137 sFr;2
"BP

Wilerstr. 247, 9230 Flawil";Diesel;23.06.2022;2,400 sFr;2,137 sFr;2
"Agrola

Lehmgrueb 1331, 9240 Niederglatt SG";Diesel;06.07.2022;2,400 sFr;2,167 sFr;2
"Socar Gotthard

A2 West, 6467 Schattdorf";Diesel;28.10.2022;2,395 sFr;2,255 sFr;2
"BP

Querverbindung A13 2, 7430 Thusis";Diesel;11.07.2022;2,380 sFr;2,147 sFr;2
"BP Rheintal

Autobahn A13, 9470 Buchs SG";Diesel;14.08.2022;2,380 sFr;2,177 sFr;2
"BP

Landstr. 44, 9606 Bütschwil";Diesel;05.07.2022;2,380 sFr;2,117 sFr;2
"Postauto Mark AG

Hauptstr. 1b, 7440 Andeer";Diesel;11.07.2022;2,380 sFr;2,147 sFr;2
"Agrola

Gemeindeplatz, 8633 Wolfhausen";Diesel;11.06.2022;2,380 sFr;2,137 sFr;2
"eni - Castasegna Ovest

Farzett, 7608 Castasegna";Diesel;11.07.2022;2,380 sFr;2,147 sFr;2
"Muntanella

Via Chantunela 62B, 7513 Silvaplana";Diesel;11.07.2022;2,380 sFr;2,147 sFr;2
"BP

Aarauerstr. 35, 5600 Lenzburg";Diesel;27.06.2022;2,380 sFr;2,117 sFr;2
"Migrol

, 7083 Lantsch/Lenz";Diesel;11.07.2022;2,375 sFr;2,142 sFr;2
"Socar

Voa Principala 26, 7078 Lenzerheide/Lai";Diesel;11.07.2022;2,375 sFr;2,142 sFr;2
"Avia

Dorfstrasse, 3778 Schönried";Diesel;04.07.2022;2,370 sFr;2,107 sFr;2
"BP

Grüningerstr. 80, 8624 Grüt (Gossau ZH)";Diesel;03.08.2022;2,370 sFr;2,137 sFr;2
"Mini Prix

Av. de Mategnin 16, 1217 Meyrin";Diesel;28.05.2022;2,370 sFr;2,197 sFr;2
"Avia

Oberschirmensee 8, 8714 Feldbach";Diesel;09.06.2022;2,370 sFr;2,127 sFr;2
"Avia

Kölliken Süd / A1, 5742 Kölliken";Diesel;28.10.2022;2,370 sFr;2,230 sFr;2
"Deitingen-Süd

Deitingen-Süd, 4543 Deitingen";Diesel;28.10.2022;2,369 sFr;2,229 sFr;2
"Avia

Via Maistra 68 , 7504 Pontresina";Diesel;13.05.2022;2,360 sFr;2,217 sFr;2
"Agrola

Wilerstr. 12, 9606 Bütschwil";Diesel;05.07.2022;2,360 sFr;2,097 sFr;2
"Garage Gasparini

Veia Granda, 7440 Andeer";Diesel;11.07.2022;2,360 sFr;2,127 sFr;2
"Agrola TopShop

Hinwilerstrasse 92, 8620 Wetzikon ZH";Diesel;02.08.2022;2,360 sFr;2,127 sFr;2
"BP

Bern-Zürichstr. 55, 4900 Langenthal";Diesel;27.06.2022;2,360 sFr;2,097 sFr;2
"Coop Pronto

Hinwilerstrasse 11, 8623 Wetzikon ZH";Diesel;16.07.2022;2,360 sFr;2,127 sFr;2
"Avia

Seestr. 109, 8712 Stäfa";Diesel;09.06.2022;2,359 sFr;2,116 sFr;2
"Garage Togra

Mettlenstr. 22, 8488 Turbenthal";Diesel;16.07.2022;2,359 sFr;2,126 sFr;2
"Avia

Seestr. 137, 8708 Männedorf";Diesel;09.06.2022;2,359 sFr;2,116 sFr;2
"AVIA-Tankstelle

Laubisrütistr. 72, 8713 Uerikon";Diesel;09.06.2022;2,359 sFr;2,116 sFr;2
"OIL!

Mägenwilerstr. 8, 5504 Othmarsingen";Diesel;09.03.2022;2,350 sFr;2,157 sFr;2
"Yvorne-Est

Les Bioleys, autoroute A9, Lausanne, 1853 Yvorne";Diesel;28.10.2022;2,350 sFr;2,210 sFr;2
"Gomoil

Furkastrasse 64, 3999 Oberwald";Diesel;28.10.2022;2,350 sFr;2,210 sFr;2
"Pasche & Co SA

av. de Morges 47, 1027 Lonay";Diesel;02.08.2022;2,350 sFr;2,117 sFr;2
"Yvorne-Ouest

Les boileys, Aautoroute A9, 1853 Yvorne";Diesel;28.10.2022;2,350 sFr;2,210 sFr;2
"Coop

Seestr. 931, 8706 Meilen";Diesel;09.06.2022;2,350 sFr;2,107 sFr;2
"Deitingen-Nord

Deitingen-Nord, 4543 Deitingen";Diesel;28.10.2022;2,350 sFr;2,210 sFr;2
"Agrola

Rütistr. 9, 8634 Hombrechtikon";Diesel;11.06.2022;2,350 sFr;2,107 sFr;2
"Socar

Seestr. 1, 8712 Stäfa";Diesel;09.06.2022;2,350 sFr;2,107 sFr;2
"Freie Tankstelle Avers

Beim Volg, 7447 Cresta (Avers)";Diesel;27.06.2022;2,350 sFr;2,087 sFr;2
"Shell

Zürcherstr. 73, 8800 Thalwil";Diesel;22.08.2022;2,349 sFr;2,106 sFr;2
"Avia

Etzelstr. 21, 8634 Hombrechtikon";Diesel;09.06.2022;2,349 sFr;2,106 sFr;2
"Agrola

Hauptstr. 7, 8363 Bichelsee";Diesel;16.07.2022;2,345 sFr;2,112 sFr;2
"Agrola

Bahnhofstr. 50, 8360 Eschlikon TG";Diesel;16.07.2022;2,345 sFr;2,112 sFr;2
"Welti

Militärstrasse 12, 6467 Schattdorf";Diesel;09.08.2022;2,340 sFr;2,137 sFr;2
"Ruedi Rüssel

Gotthardstr. , 6484 Wassen UR";Diesel;27.05.2022;2,340 sFr;2,167 sFr;2
"Migrol

Daegerlohn , 6473 Silenen";Diesel;09.08.2022;2,340 sFr;2,137 sFr;2
"Migrol Service

Ringstr, 20, 7000 Chur";Diesel;18.07.2022;2,340 sFr;2,107 sFr;2
"Eni

, 7074 Malix";Diesel;16.08.2022;2,340 sFr;2,137 sFr;2
"Migrol

Winterthurerstr. 7 , 8360 Eschlikon TG";Diesel;16.07.2022;2,340 sFr;2,107 sFr;2
"Garage Blatter AG

Ennet Brücke 7, 3930 Visp";Diesel;04.07.2022;2,340 sFr;2,077 sFr;2
"BP Autobahn-Center Glarnerland Ost

Autobahnraststätte Ost A3, 8867 Niederurnen";Diesel;25.11.2022;2,340 sFr;2,340 sFr;2
"Garage Nufenen AG

Nufenenstr. 2, 3988 Ulrichen";Diesel;04.07.2022;2,340 sFr;2,200 sFr;2
"Avia

Dorfstr. 13, 6462 Seedorf UR";Diesel;09.08.2022;2,340 sFr;2,137 sFr;2
"Socar

Kölliken Nord / A1, 5742 Kölliken";Diesel;28.10.2022;2,340 sFr;2,200 sFr;2
"Socar

Gotthardstr. 66, 6467 Schattdorf";Diesel;27.05.2022;2,340 sFr;2,167 sFr;2
"Opel Krapf AG

Buorcha, 7530 Zernez";Diesel;16.10.2022;2,330 sFr;2,197 sFr;2
"Coop

Tramstr. 20, 9444 Diepoldsau";Diesel;14.08.2022;2,330 sFr;2,127 sFr;2
"BP Tankstelle Diepoldsau

Tramstr. 19, 9444 Diepoldsau";Diesel;14.08.2022;2,330 sFr;2,127 sFr;2
"Eni

Tramstr. 28, 9444 Diepoldsau";Diesel;14.08.2022;2,330 sFr;2,127 sFr;2
"Migrol

Hauptstr. , 7075 Churwalden";Diesel;16.08.2022;2,330 sFr;2,127 sFr;2
"Shell

Mettstr. 33, 2503 Biel/Bienne";Diesel;12.03.2022;2,330 sFr;2,257 sFr;2
"Autobahntankstelle Gunzgen-Nord

Autobahntankstelle Gunzgen-Nord, 4617 Gunzgen";Diesel;28.10.2022;2,330 sFr;2,190 sFr;2
"Mini Prix

av. Morges 3, 1027 Lonay";Diesel;02.08.2022;2,330 sFr;2,097 sFr;2
"Obere Au Garage AG

Kalchbühlstr. 12, 7000 Chur";Diesel;18.07.2022;2,329 sFr;2,096 sFr;2
"Agrola

Tränkebachstr. 42, 8712 Stäfa";Diesel;09.06.2022;2,329 sFr;2,086 sFr;2
"Tankstelle Svabic 

Hauptstr. 75 , 8362 Balterswil";Diesel;16.07.2022;2,329 sFr;2,096 sFr;2
"Station F1

rte Forge 1, 1116 Cottens VD";Diesel;08.08.2022;2,329 sFr;2,126 sFr;2
"Agrola

Allenbergstr. 2, 8708 Männedorf";Diesel;09.06.2022;2,329 sFr;2,086 sFr;2
"Coop

Gotthardstrasse , 6467 Schattdorf";Diesel;27.05.2022;2,320 sFr;2,147 sFr;2
"Coop

Pantenweg 2 , 7430 Thusis";Diesel;11.07.2022;2,320 sFr;2,087 sFr;2
"Coop Pronto

Zürcherstr. 229, 8953 Dietikon";Diesel;27.05.2022;2,320 sFr;2,147 sFr;2
"Mattli AG

Unterdorf, 6484 Wassen UR";Diesel;27.05.2022;2,320 sFr;2,147 sFr;2
"Shell

Kulm, 7265 Davos Wolfgang";Diesel;31.10.2022;2,320 sFr;2,210 sFr;2
"Tamoil

Hohenemserstr. 65a, 9444 Diepoldsau";Diesel;14.08.2022;2,320 sFr;2,117 sFr;2
"Agrola

Tösstalstr. 29, 8492 Wila";Diesel;16.07.2022;2,320 sFr;2,087 sFr;2
"Socar Stampa

Strada Principale, 7605 Stampa";Diesel;11.07.2022;2,320 sFr;2,087 sFr;2
"BP

Tösstalstr. 111, 8493 Saland";Diesel;16.07.2022;2,320 sFr;2,087 sFr;2
"Shell

Überlandstrasse, 8104 Weiningen ZH";Diesel;27.05.2022;2,320 sFr;2,147 sFr;2
"Garage Hürlimann

Haptstr. 38, 5506 Mägenwil";Diesel;09.03.2022;2,320 sFr;2,127 sFr;2
"Garage Guex SA

rte Romanel 40, 1121 Bremblens";Diesel;31.05.2022;2,319 sFr;2,146 sFr;2
"Coop Pronto

Kantonsstr. 99, 3952 Susten";Diesel;04.07.2022;2,310 sFr;2,047 sFr;2
"Migrol

Simmentalstr., 3763 Därstetten";Diesel;04.07.2022;2,310 sFr;2,047 sFr;2
"BP

Gewerbestr. 24, 8800 Thalwil";Diesel;24.08.2022;2,310 sFr;2,067 sFr;2
"Shell

Kantonsstr. 34, 3930 Visp";Diesel;04.07.2022;2,310 sFr;2,047 sFr;2
"Coop

Obermattstr. 1, 8805 Richterswil";Diesel;20.08.2022;2,310 sFr;2,067 sFr;2
"Scall

Seestr. 47, 8708 Männedorf";Diesel;09.06.2022;2,310 sFr;2,067 sFr;2
"BP

Kempttalstr. 54, 8330 Pfäffikon ZH";Diesel;30.08.2022;2,310 sFr;2,087 sFr;2
"Umbrail Tankstelle

Do Fuschina 102, 7536 Sta. Maria V. M.";Diesel;31.10.2022;2,300 sFr;2,160 sFr;2
"Landi

Unterdorfweg 7, 3753 Oey";Diesel;17.06.2022;2,300 sFr;2,027 sFr;2
"BP

Isikerstr. 2, 8335 Hittnau";Diesel;16.07.2022;2,300 sFr;2,067 sFr;2
"Terretaz SA

Curtins 104, 7530 Zernez";Diesel;31.10.2022;2,300 sFr;2,160 sFr;2
"Shell

Punt Muragl 1, 7503 Samedan";Diesel;16.10.2022;2,300 sFr;2,167 sFr;2
"Garage Emery

rte de Sullens 9, 1303 Penthaz";Diesel;31.05.2022;2,300 sFr;2,127 sFr;2
"Tamoil

Kantonsstr. 73, 3930 Visp";Diesel;04.07.2022;2,300 sFr;2,037 sFr;2
"Agip

Pfäffikerstr. 32, 8610 Uster";Diesel;05.09.2022;2,300 sFr;2,087 sFr;2
"Socar

Orpundstr. 77, 2504 Biel/Bienne";Diesel;12.03.2022;2,300 sFr;2,227 sFr;2
"Socar

Seestr. 801, 8706 Meilen";Diesel;09.06.2022;2,300 sFr;2,057 sFr;2
"Gustoil

Route principale, 2830 Courrendlin";Diesel;26.10.2022;2,299 sFr;2,159 sFr;2
"Gratank AG, Freie Tankstellle

Landstr. 10, 5524 Nesselnbach";Diesel;09.03.2022;2,299 sFr;2,106 sFr;2
"J. Lenz Söhne AG Garage Valbella

Voa Principala, 7077 Valbella";Diesel;13.05.2022;2,295 sFr;2,152 sFr;2
"Eni

San Roc, 7532 Tschierv";Diesel;31.10.2022;2,290 sFr;2,150 sFr;2
"Grenz Shop

Chasa 241, 7560 Martina";Diesel;06.11.2022;2,290 sFr;2,180 sFr;2
"NAIRS

Nairs 160, 7550 Scuol";Diesel;06.11.2022;2,290 sFr;2,180 sFr;2
"Oechslin AG

Birchli 3, 8840 Einsiedeln";Diesel;04.09.2022;2,290 sFr;2,077 sFr;2
"Hänggi

Schermenweg 151, 3072 Ostermundigen";Diesel;04.09.2022;2,290 sFr;2,077 sFr;2
"Tamoil

Gsteigstr. 174, 3785 Gsteig b. Gstaad";Diesel;04.07.2022;2,290 sFr;2,027 sFr;2
"Ryter Reichenbach Automat

Gsteigstr. 855, 3780 Gstaad";Diesel;04.07.2022;2,290 sFr;2,027 sFr;2
"Socar

Gsteigstr. 18, 3780 Gstaad";Diesel;04.07.2022;2,290 sFr;2,027 sFr;2
"Coop Pronto Zollikofen

Bernstr. 189, 3052 Zollikofen";Diesel;11.06.2022;2,290 sFr;;2
"BP

Rte d'Aigle 58, 1867 Ollon VD";Diesel;18.04.2022;2,290 sFr;2,247 sFr;2
"Garage Rainalter

Via Maistra 60, 7542 Susch";Diesel;31.10.2022;2,290 sFr;2,150 sFr;2
"Jubin

Avenue du Chamossaire 9, 1860 Aigle";Diesel;18.04.2022;2,290 sFr;2,247 sFr;2
"Coop

Bernstrasse 201, 3052 Zollikofen";Diesel;11.06.2022;2,290 sFr;;2
"Socar

Bernstrasse 222, 3052 Zollikofen";Diesel;11.06.2022;2,290 sFr;;2
"Shell Glarnerland

Autobahnraststätte West A3, 8867 Niederurnen";Diesel;15.12.2022;2,290 sFr;2,290 sFr;2
"Simeond

Chemin d'Entre-Bois 21, 1018 Lausanne";Diesel;03.09.2022;2,290 sFr;2,077 sFr;2
